"STN","OBS_DATE","TA_AVG","SI_DAY"
143,"2023-05-03",18.5,21.37
143,"2023-05-04",18.8,13.9
143,"2023-05-05",19,4.96
143,"2023-05-06",13.7,2.9
143,"2023-05-07",11.4,4.67
143,"2023-05-08",13.7,27.6
143,"2023-05-09",18.5,28.16
143,"2023-05-10",19.2,26.58
143,"2023-05-11",18.1,26.38
143,"2023-05-12",18.8,22.6
143,"2023-05-13",19.4,20.72
143,"2023-05-14",20.4,27.39
143,"2023-05-15",21.8,27.49
143,"2023-05-16",24.6,26.68
143,"2023-05-17",24.4,27.91
143,"2023-05-18",18.6,5.29
143,"2023-05-19",18.3,9.52
143,"2023-05-20",20.9,28.01
143,"2023-05-21",22.7,25.99
143,"2023-05-22",17,6.32
143,"2023-05-23",18.4,28.53
143,"2023-05-24",19.6,21.71
143,"2023-05-25",21.3,26.35
143,"2023-05-26",22,21.19
143,"2023-05-27",23.2,12.63
143,"2023-05-28",21.7,3.78
143,"2023-05-29",20.1,2.63
143,"2023-05-30",19.5,13.01
143,"2023-05-31",20.5,29.22
143,"2023-06-01",18.6,10.6
143,"2023-06-02",23.7,27.75
143,"2023-06-03",23.1,28.24
143,"2023-06-04",23.9,27.62
143,"2023-06-05",23.8,21.86
143,"2023-06-06",24.3,26.81
143,"2023-06-07",24.1,19.5
143,"2023-06-08",24.1,23.99
143,"2023-06-09",24.6,28.65
143,"2023-06-10",24.5,24
143,"2023-06-11",24.6,22.41
143,"2023-06-12",23.3,18.12
143,"2023-06-13",23.8,20.78
143,"2023-06-14",21.2,18.54
143,"2023-06-15",20.9,23.4
143,"2023-06-16",25.3,28.97
143,"2023-06-17",27.6,27.06
143,"2023-06-18",26.9,26.67
143,"2023-06-19",24.4,27.29
143,"2023-06-20",23,19.45
143,"2023-06-21",21.4,5.22
143,"2023-06-22",24.6,22.41
143,"2023-06-23",24.8,25.3
143,"2023-06-24",24.5,27.35
143,"2023-06-25",24.2,18.83
143,"2023-06-26",24.1,7.33
143,"2023-06-27",27.8,25.33
143,"2023-06-28",24.5,18.94
143,"2023-06-29",25.4,7.56
143,"2023-06-30",24,5.56
143,"2023-07-01",25.8,24.92
143,"2023-07-02",28.1,21.78
143,"2023-07-03",27.1,25.42
143,"2023-07-04",24.9,8.92
143,"2023-07-05",27.5,25.66
143,"2023-07-06",27.5,22.29
143,"2023-07-07",21.9,3.19
143,"2023-07-08",23.1,10.56
143,"2023-07-09",26.6,15.1
143,"2023-07-10",28.3,19.68
143,"2023-07-11",24.8,7.85
143,"2023-07-12",27.3,18.21
143,"2023-07-13",26.5,5.42
143,"2023-07-14",25.6,3.12
143,"2023-07-15",27,6.16
143,"2023-07-16",24.4,8.56
143,"2023-07-17",26.7,19.07
143,"2023-07-18",23.7,3.11
143,"2023-07-19",25.7,25.45
143,"2023-07-20",27.6,21.45
143,"2023-07-21",26.7,20.99
143,"2023-07-22",25.4,14.48
143,"2023-07-23",27.5,9.68
143,"2023-07-24",26.6,12.7
143,"2023-07-25",27.3,15.69
143,"2023-07-26",27.2,15.72
143,"2023-07-27",27.9,20.34
143,"2023-07-28",29.4,18.41
143,"2023-07-29",30.1,20.99
143,"2023-07-30",29.8,23.15
143,"2023-07-31",29.6,17.62
143,"2023-08-01",29.7,23.23
143,"2023-08-02",30,20.37
143,"2023-08-03",31.5,24.16
143,"2023-08-04",30.5,13.92
143,"2023-08-05",31.5,23.28
143,"2023-08-06",30.4,23.88
143,"2023-08-07",29.5,24.28
143,"2023-08-08",28.4,22.19
143,"2023-08-09",25.4,2.77
143,"2023-08-10",25.1,3.99
143,"2023-08-11",27.5,23.02
143,"2023-08-12",27.1,15.46
143,"2023-08-13",27.2,22.09
143,"2023-08-14",26.8,22.84
143,"2023-08-15",27.5,25.51
143,"2023-08-16",27,16.4
143,"2023-08-17",25.9,15.72
143,"2023-08-18",25.7,11.47
143,"2023-08-19",27.3,14.1
143,"2023-08-20",27.3,15.18
143,"2023-08-21",28.9,22.22
143,"2023-08-22",28.8,23.4
143,"2023-08-23",28.6,22.34
143,"2023-08-24",25,10.16
143,"2023-08-25",27.4,20.62
143,"2023-08-26",26.6,23.97
143,"2023-08-27",25.5,17.92
143,"2023-08-28",25.5,13.2
143,"2023-08-29",25.7,4.92
143,"2023-08-30",24.7,3.39
143,"2023-08-31",23.3,8.68
143,"2023-09-01",25.8,18.51
143,"2023-09-02",24.9,14.27
143,"2023-09-03",26.6,19.54
143,"2023-09-04",26.4,19.95
143,"2023-09-05",26.1,21.37
143,"2023-09-06",25.2,19.87
143,"2023-09-07",23.6,23.28
143,"2023-09-08",23.3,18.37
143,"2023-09-09",23.4,23.75
143,"2023-09-10",24,21.65
143,"2023-09-11",25.6,17.86
143,"2023-09-12",26.1,
143,"2023-09-13",24.7,
143,"2023-09-14",22.6,4.39
143,"2023-09-15",22.8,3.87
143,"2023-09-16",23.1,3.36
143,"2023-09-17",24.6,11.05
143,"2023-09-18",26.1,17.01
143,"2023-09-19",25.2,18.52
143,"2023-09-20",22,3.97
143,"2023-09-21",19.5,6.12
143,"2023-09-22",21.1,16.79
143,"2023-09-23",19.9,16.32
143,"2023-09-24",20.4,19.68
143,"2023-09-25",21.1,10.92
143,"2023-09-26",20.8,2.33
143,"2023-09-27",23.8,10.1
143,"2023-09-28",23.6,16.87
143,"2023-09-29",21.8,15.32
143,"2023-09-30",20,14.16
143,"2023-10-01",19.2,20.41
143,"2023-10-02",17.6,19.92
143,"2023-10-03",16.1,7.06
143,"2023-10-04",19.1,17.69
143,"2023-10-05",16.7,18.99
143,"2023-10-06",16.5,18.53
143,"2023-10-07",17.1,10.85
143,"2023-10-08",17.3,6.18
143,"2023-10-09",18.3,10.6
143,"2023-10-10",17.6,15.6
143,"2023-10-11",16.2,17.48
143,"2023-10-12",16,17.37
143,"2023-10-13",17.7,14.16
143,"2023-10-14",17.1,14.45
143,"2023-10-15",16.6,14.06
143,"2023-10-16",16,16.53
143,"2023-10-17",15,18.12
143,"2023-10-18",15.1,17.07
143,"2023-10-19",16.4,9.79
143,"2023-10-20",13.8,16.39
143,"2023-10-21",12.1,13.68
143,"2023-10-22",12.6,14.93
143,"2023-10-23",14.2,15.03
143,"2023-10-24",14.7,14.99
143,"2023-10-25",15.9,15.45
143,"2023-10-26",16.2,13.5
143,"2023-10-27",14.7,9.64
143,"2023-10-28",13.9,14.31
143,"2023-10-29",13.7,15.12
143,"2023-10-30",14.5,14.61
143,"2023-10-31",14.9,14.94
143,"2023-11-01",15.7,13.41
143,"2023-11-02",17.7,13.69
143,"2023-11-03",18.6,14.42
143,"2023-11-04",18.4,11.27
143,"2023-11-05",19.8,6.87
143,"2023-11-06",18.4,4.69
143,"2023-11-07",11.4,14.45
143,"2023-11-08",9.5,13.49
143,"2023-11-09",13.7,11.72
143,"2023-11-10",10.3,9.87
143,"2023-11-11",5.9,9.14
143,"2023-11-12",4.8,13.81
143,"2023-11-13",5.3,14.31
143,"2023-11-14",7.3,13.52
143,"2023-11-15",7.4,12.9
143,"2023-11-16",5.5,3.68
143,"2023-11-17",6,11.49
143,"2023-11-18",3.4,13
143,"2023-11-19",8.7,12.4
143,"2023-11-20",8.5,11.1
143,"2023-11-21",7.3,12.68
143,"2023-11-22",9,12.3
143,"2023-11-23",13.6,10.66
143,"2023-11-24",3.9,12.96
143,"2023-11-25",1.3,12.78
143,"2023-11-26",4.8,8.81
143,"2023-11-27",8.2,5.01
143,"2023-11-28",6.2,12.01
143,"2023-11-29",5,6.27
143,"2023-11-30",0.2,12.53
143,"2023-12-01",1.2,11.99
143,"2023-12-02",3.9,10.84
143,"2023-12-03",4.5,11.87
143,"2023-12-04",3.8,11.4
143,"2023-12-05",5.5,10.67
143,"2023-12-06",5.7,6.85
143,"2023-12-07",7.6,10.76
143,"2023-12-08",9.2,10.16
143,"2023-12-09",12.1,9.21
143,"2023-12-10",11.2,9.34
143,"2023-12-11",12.4,0.83
143,"2023-12-12",9.2,3.75
143,"2023-12-13",8,8.76
143,"2023-12-14",9.2,1.85
143,"2023-12-15",8.6,0.58
143,"2023-12-16",2.4,5.73
143,"2023-12-17",-5.1,11.67
143,"2023-12-18",-2.8,8.92
143,"2023-12-19",0.3,6.3
143,"2023-12-20",-2.3,9.51
143,"2023-12-21",-6.4,11.27
143,"2023-12-22",-6.4,11.49
143,"2023-12-23",-3.1,10.28
143,"2023-12-24",-1.3,9.63
143,"2023-12-25",0.2,9.27
143,"2023-12-26",1.8,11.25
143,"2023-12-27",3.8,10.17
143,"2023-12-28",3.5,10.09
143,"2023-12-29",3.1,10.41
143,"2023-12-30",2.9,6.39
143,"2023-12-31",4.6,2.88
143,"2024-01-01",3.9,9.84
143,"2024-01-02",6.1,9.18
143,"2024-01-03",4.1,7.69
143,"2024-01-04",3,11.5
143,"2024-01-05",4.6,10.32
143,"2024-01-06",3.7,11.25
143,"2024-01-07",0.5,11.49
143,"2024-01-08",-1.6,12.16
143,"2024-01-09",0.2,5.97
143,"2024-01-10",2.8,8.91
143,"2024-01-11",1.7,12.45
143,"2024-01-12",3.7,11.25
143,"2024-01-13",2.9,12.05
143,"2024-01-14",4.9,11.12
143,"2024-01-15",2.1,12.38
143,"2024-01-16",1,11.07
143,"2024-01-17",3.3,3.47
143,"2024-01-18",6.3,0.77
143,"2024-01-19",6,2.86
143,"2024-01-20",5.4,1.52
143,"2024-01-21",5.5,4.76
143,"2024-01-22",-1.5,12.57
143,"2024-01-23",-6.2,12.92
143,"2024-01-24",-5,13.39
143,"2024-01-25",-2.2,13.39
143,"2024-01-26",1.6,13.1
143,"2024-01-27",3,13.26
143,"2024-01-28",2,13.21
143,"2024-01-29",0.4,14.11
143,"2024-01-30",2.2,13.01
143,"2024-01-31",7.9,10.98
143,"2024-02-01",6.3,5.5
143,"2024-02-02",5.4,9.18
143,"2024-02-03",5.9,4.46
143,"2024-02-04",5.9,6.43
143,"2024-02-05",5.4,3.67
143,"2024-02-06",3.5,4.13
143,"2024-02-07",3.7,14.53
143,"2024-02-08",2.6,14.45
143,"2024-02-09",3.3,14.98
143,"2024-02-10",3.8,13.83
143,"2024-02-11",3.1,11.76
143,"2024-02-12",4.3,15.63
143,"2024-02-13",8.3,15.42
143,"2024-02-14",10.6,8.68
143,"2024-02-15",8.5,7.34
143,"2024-02-16",4.6,16
143,"2024-02-17",5.8,16.74
159,"2023-05-24",18.5,
165,"2024-03-28",10.3,1.94
165,"2024-03-29",10.9,15.56
165,"2024-03-30",12.3,20.82
165,"2024-03-31",10.8,16.95
168,"2023-04-01",15.9,22.38
168,"2023-04-02",15.8,24.79
168,"2023-04-03",14.6,25.09
168,"2023-04-04",14.5,12.79
168,"2023-04-05",14.4,1.67
168,"2023-04-06",11.3,8.56
168,"2023-04-07",11.4,20.85
168,"2023-04-08",9.8,24.06
168,"2023-04-09",12.3,26.42
168,"2023-04-10",13.1,24.6
168,"2023-04-11",16,12.54
168,"2023-04-12",15,26.55
168,"2023-04-13",14.1,24.64
168,"2023-04-14",13.5,4.66
168,"2023-04-15",14.7,10.06
168,"2023-04-16",13,16.81
168,"2023-04-17",13.5,25.47
168,"2023-04-18",17,6.55
168,"2023-04-19",16.6,3.01
168,"2023-04-20",18.7,25.54
168,"2023-04-21",18.1,21.09
168,"2023-04-22",14.8,24.59
168,"2023-04-23",13.9,11.36
168,"2023-04-24",13.4,7.5
168,"2023-04-25",10.4,2.61
168,"2023-04-26",12.4,26.56
168,"2023-04-27",13.8,27.33
168,"2023-04-28",15.9,20.63
168,"2023-04-29",15.8,4.14
168,"2023-04-30",14.8,28.15
168,"2023-05-01",16.2,28.36
168,"2023-05-02",16.3,26.72
168,"2023-05-03",16.2,9.75
168,"2023-05-04",16.1,1.6
168,"2023-05-05",20,1.05
168,"2023-05-06",15.5,3.38
168,"2023-05-07",11.9,4.58
168,"2023-05-08",14.4,24.57
168,"2023-05-09",16.3,28.71
168,"2023-05-10",18.9,28.43
168,"2023-05-11",17.5,25.14
168,"2023-05-12",17.1,19.17
168,"2023-05-13",15.6,13.34
168,"2023-05-14",18,27.4
168,"2023-05-15",18.3,25.61
168,"2023-05-16",18.6,25.4
168,"2023-05-17",19.8,21.42
168,"2023-05-18",17.3,4.41
168,"2023-05-19",19.1,21.18
168,"2023-05-20",18.6,27.48
168,"2023-05-21",20.8,28.38
168,"2023-05-22",18.1,8.45
168,"2023-05-23",17.4,26.08
168,"2023-05-24",18.2,21.08
168,"2023-05-25",18.8,26.73
168,"2023-05-26",19.9,17.93
168,"2023-05-27",21.1,16.54
168,"2023-05-28",20.7,4.3
168,"2023-05-29",20.6,4.31
168,"2023-05-30",18.8,4.89
168,"2023-05-31",19.7,28.59
168,"2023-06-01",18.1,5.45
168,"2023-06-02",23.2,28.81
168,"2023-06-03",22.1,28.26
168,"2023-06-04",23.5,25.76
168,"2023-06-05",22.2,16.06
168,"2023-06-06",20,27.24
168,"2023-06-07",20.5,25.49
168,"2023-06-08",20.8,21.94
168,"2023-06-09",21.3,26.42
168,"2023-06-10",21.4,16.53
168,"2023-06-11",22.8,21.93
168,"2023-06-12",23.1,25.06
168,"2023-06-13",22.4,24.22
168,"2023-06-14",22.7,25.32
168,"2023-06-15",21.5,22.73
168,"2023-06-16",22.5,29.2
168,"2023-06-17",23,25.76
168,"2023-06-18",23.9,25.32
168,"2023-06-19",23.4,26.25
168,"2023-06-20",22.5,18.02
168,"2023-06-21",21.3,5.26
168,"2023-06-22",24,25.72
168,"2023-06-23",23.2,28.16
168,"2023-06-24",22.3,22.23
168,"2023-06-25",21.1,5.4
168,"2023-06-26",23.1,3.23
168,"2023-06-27",23.4,10.83
168,"2023-06-28",21.7,11.73
168,"2023-06-29",23.5,3.04
168,"2023-06-30",22.9,4.61
168,"2023-07-01",23,14.92
168,"2023-07-02",23.8,19.6
168,"2023-07-03",24.6,17.76
168,"2023-07-04",23,3.14
168,"2023-07-05",25.5,25.21
168,"2023-07-06",24.3,26.77
168,"2023-07-07",22.4,2.64
168,"2023-07-08",22.7,5.22
168,"2023-07-09",24.3,7.71
168,"2023-07-10",24.4,10.92
168,"2023-07-11",24.6,7.44
168,"2023-07-12",24.3,6.92
168,"2023-07-13",25.1,6.74
168,"2023-07-14",24.3,3.03
168,"2023-07-15",25,10.68
168,"2023-07-16",22.8,3.22
168,"2023-07-17",25.8,15.41
168,"2023-07-18",24.6,3.97
168,"2023-07-19",24,9.73
168,"2023-07-20",24.5,20.16
168,"2023-07-21",24.8,21.65
168,"2023-07-22",24.1,7.72
168,"2023-07-23",26.4,11.11
168,"2023-07-24",25.1,8
168,"2023-07-25",26.2,21.11
168,"2023-07-26",26.7,16.88
168,"2023-07-27",27.3,24.7
168,"2023-07-28",27.4,16.37
168,"2023-07-29",28,27.21
168,"2023-07-30",27.9,24.29
168,"2023-07-31",28.4,26.42
168,"2023-08-01",28.5,26.7
168,"2023-08-02",28.8,27.53
168,"2023-08-03",29.1,27.58
168,"2023-08-04",29.2,26.29
168,"2023-08-05",29.5,27.24
168,"2023-08-06",29.4,22.18
168,"2023-08-07",30,25.34
168,"2023-08-08",29.9,26.75
168,"2023-08-09",26.4,3.14
168,"2023-08-10",24.8,10.27
168,"2023-08-11",26.7,26.54
168,"2023-08-12",27.3,24.24
168,"2023-08-13",27,21.92
168,"2023-08-14",27.6,24.93
168,"2023-08-15",27.5,24.29
168,"2023-08-16",27.7,17.95
168,"2023-08-17",26.5,15.91
168,"2023-08-18",26.6,10.99
168,"2023-08-19",27.2,16.06
168,"2023-08-20",28.3,24.87
168,"2023-08-21",28,19.73
168,"2023-08-22",28.1,22.17
168,"2023-08-23",28.1,13.4
168,"2023-08-24",26.4,6.41
168,"2023-08-25",26.7,24.04
168,"2023-08-26",26.9,24.9
168,"2023-08-27",27.2,22.19
168,"2023-08-28",26.3,7.47
168,"2023-08-29",27.2,11.82
168,"2023-08-30",25.6,6.98
168,"2023-08-31",25.2,17.99
168,"2023-09-01",25.7,13.69
168,"2023-09-02",24.5,10.47
168,"2023-09-03",26.5,19.12
168,"2023-09-04",27.3,23.21
168,"2023-09-05",27.2,20.92
168,"2023-09-06",26.9,23.07
168,"2023-09-07",25.9,24.3
168,"2023-09-08",25.1,24.04
168,"2023-09-09",24.8,23.65
168,"2023-09-10",25.2,24.14
168,"2023-09-11",25.5,16.51
168,"2023-09-12",26,17.4
168,"2023-09-13",25.9,11.18
168,"2023-09-14",23.9,3.76
168,"2023-09-15",24.5,13.43
168,"2023-09-16",24.4,4.06
168,"2023-09-17",25,10.42
168,"2023-09-18",26.1,22.44
168,"2023-09-19",24.8,15.45
168,"2023-09-20",25.1,4.35
168,"2023-09-21",22.3,5.99
168,"2023-09-22",22.3,16.41
168,"2023-09-23",22.2,15.5
168,"2023-09-24",22.5,20.56
168,"2023-09-25",23,11.78
168,"2023-09-26",24.3,10.29
168,"2023-09-27",24.6,16.74
168,"2023-09-28",24.7,20.56
168,"2023-09-29",23.3,20.85
168,"2023-09-30",20.9,11.53
168,"2023-10-01",20.9,20.86
168,"2023-10-02",20.1,20.5
168,"2023-10-03",19.2,4.14
168,"2023-10-04",20.6,18.29
168,"2023-10-05",18.3,19.99
168,"2023-10-06",17.3,10.41
168,"2023-10-07",18.3,5.11
168,"2023-10-08",18.6,9.39
168,"2023-10-09",19.8,9.18
168,"2023-10-10",19.3,18.62
168,"2023-10-11",19.6,18.98
168,"2023-10-12",19,19.34
168,"2023-10-13",19.3,13
168,"2023-10-14",19.5,17.02
168,"2023-10-15",18.2,14.26
168,"2023-10-16",17.8,18.45
168,"2023-10-17",17.1,18.83
168,"2023-10-18",17.7,18.45
168,"2023-10-19",19,16.37
168,"2023-10-20",14.4,15.03
168,"2023-10-21",13.5,14.69
168,"2023-10-22",15,12.62
168,"2023-10-23",16.5,16.32
168,"2023-10-24",16.4,15.68
168,"2023-10-25",18.1,16.41
168,"2023-10-26",19.1,15.22
168,"2023-10-27",17.4,16.64
168,"2023-10-28",16.2,14.87
168,"2023-10-29",16.6,14.76
168,"2023-10-30",16.9,14.76
168,"2023-10-31",17,14.63
168,"2023-11-01",18.2,14.22
168,"2023-11-02",19.3,14.47
168,"2023-11-03",19.7,14.31
168,"2023-11-04",19.6,7.67
168,"2023-11-05",20.4,6.69
168,"2023-11-06",17.8,5.29
168,"2023-11-07",11.9,14.73
168,"2023-11-08",12.6,15.22
168,"2023-11-09",16.6,10.44
168,"2023-11-10",11.7,11.45
168,"2023-11-11",8,13.26
168,"2023-11-12",6.5,13.25
168,"2023-11-13",6.2,15.22
168,"2023-11-14",8.9,14.32
168,"2023-11-15",10.4,13.28
168,"2023-11-16",9.1,3.2
168,"2023-11-17",6.5,11.56
168,"2023-11-18",4.9,14.16
168,"2023-11-19",10.5,13.56
168,"2023-11-20",10.7,13.47
168,"2023-11-21",11,13.61
168,"2023-11-22",12.9,13.24
168,"2023-11-23",14.2,10.53
168,"2023-11-24",4.8,13.77
168,"2023-11-25",3.1,13.77
168,"2023-11-26",6.3,8.67
168,"2023-11-27",10,5.04
168,"2023-11-28",7.7,12.21
168,"2023-11-29",6.9,7.22
168,"2023-11-30",2,12.96
168,"2023-12-01",2.4,12.76
168,"2023-12-02",5.3,9.66
168,"2023-12-03",7.7,12.57
168,"2023-12-04",6.6,12.11
168,"2023-12-05",8.9,12.07
168,"2023-12-06",9.8,7.04
168,"2023-12-07",8.9,11.96
168,"2023-12-08",12.2,10.92
168,"2023-12-09",14.4,8.76
168,"2023-12-10",14.2,10.1
168,"2023-12-11",13,1.03
159,"2023-05-25",19.2,27.76
159,"2023-05-26",19.8,13.21
159,"2023-05-27",21.6,22.3
159,"2023-05-28",20.9,3.98
159,"2023-05-29",20.2,2.2
159,"2023-05-30",18.6,6.62
159,"2023-05-31",19.8,28.07
159,"2023-06-01",18.2,5.15
159,"2023-06-02",23,29.13
159,"2023-06-03",21.4,29.8
159,"2023-06-04",23.1,26.95
159,"2023-06-05",23.4,16.4
159,"2023-06-06",20.4,26.05
159,"2023-06-07",21.6,24.29
159,"2023-06-08",20.8,22.29
159,"2023-06-09",21.4,29
159,"2023-06-10",22.6,27.21
159,"2023-06-11",21.6,12.51
159,"2023-06-12",22.4,22.73
159,"2023-06-13",23.1,25.44
159,"2023-06-14",22.5,19.79
159,"2023-06-15",21.8,26.09
159,"2023-06-16",23.6,29.43
159,"2023-06-17",24,26.65
159,"2023-06-18",24,28.37
159,"2023-06-19",24.3,27.28
159,"2023-06-20",22.5,23.3
159,"2023-06-21",20.9,6.16
159,"2023-06-22",23.1,23.42
159,"2023-06-23",23.1,26.04
159,"2023-06-24",22.4,24.8
159,"2023-06-25",22.2,15.54
159,"2023-06-26",23.3,4.57
159,"2023-06-27",23.4,9.28
159,"2023-06-28",22.8,17.27
159,"2023-06-29",24.1,7.83
159,"2023-06-30",22.9,5.28
159,"2023-07-01",23.3,19.54
159,"2023-07-02",24.7,24.69
159,"2023-07-03",24.8,17.27
159,"2023-07-04",24.3,13.14
159,"2023-07-05",25.8,23.71
159,"2023-07-06",24.4,23.52
159,"2023-07-07",22.4,4.55
159,"2023-07-08",22.2,2.74
159,"2023-07-09",24.2,13.42
159,"2023-07-10",25.6,18.82
159,"2023-07-11",24.7,6.88
159,"2023-07-12",24.5,12.34
159,"2023-07-13",25.2,6.89
159,"2023-07-14",25,2.81
159,"2023-07-15",25.8,10.61
159,"2023-07-16",23.7,5.05
159,"2023-07-17",26,19.01
159,"2023-07-18",24.4,4.14
159,"2023-07-19",23.5,10.87
159,"2023-07-20",24.2,21.4
159,"2023-07-21",25.2,26.18
159,"2023-07-22",25,12.18
159,"2023-07-23",26.5,15.46
159,"2023-07-24",25.5,12.65
159,"2023-07-25",26.4,21.15
159,"2023-07-26",28.1,27.95
159,"2023-07-27",28.6,27.56
159,"2023-07-28",29.4,25.21
159,"2023-07-29",29.2,28.14
159,"2023-07-30",29.2,28.39
159,"2023-07-31",29.2,26.75
159,"2023-08-01",29.6,27.09
159,"2023-08-02",29.6,25.5
159,"2023-08-03",29.9,27.74
159,"2023-08-04",30.2,25.76
159,"2023-08-05",30,27.45
159,"2023-08-06",30.9,27.74
159,"2023-08-07",30.6,24.51
159,"2023-08-08",29.2,18.77
159,"2023-08-09",25.7,2.97
159,"2023-08-10",25.2,7.16
159,"2023-08-11",27.1,26.45
159,"2023-08-12",27.2,24.32
159,"2023-08-13",26.9,25.1
159,"2023-08-14",27.5,18.09
159,"2023-08-15",27.5,23.96
159,"2023-08-16",25.7,6.56
159,"2023-08-17",25.6,9.18
159,"2023-08-18",27,15.03
159,"2023-08-19",26.3,4.37
159,"2023-08-20",28.2,25.91
159,"2023-08-21",28.7,24.84
159,"2023-08-22",28.9,22.38
159,"2023-08-23",28.7,23.54
159,"2023-08-24",26,7.6
159,"2023-08-25",27.1,23.43
159,"2023-08-26",27.8,25.51
159,"2023-08-27",27.5,24.97
159,"2023-08-28",27.4,16.29
159,"2023-08-29",27,8.02
159,"2023-08-30",27.2,6.96
159,"2023-08-31",26.6,15.32
159,"2023-09-01",24,3
159,"2023-09-02",24.2,8.26
159,"2023-09-03",26.3,22.81
159,"2023-09-04",27.1,18.87
159,"2023-09-05",26.8,23.83
159,"2023-09-06",26.4,17.62
159,"2023-09-07",25.3,21.03
159,"2023-09-08",24.8,20.27
159,"2023-09-09",24.2,25
159,"2023-09-10",25,20.2
159,"2023-09-11",25.9,18.35
159,"2023-09-12",26.4,14.83
159,"2023-09-13",26.1,12.3
159,"2023-09-14",23.6,5.22
159,"2023-09-15",24.7,7.96
159,"2023-09-16",23.9,3.5
159,"2023-09-17",24.1,4.23
159,"2023-09-18",25.3,17.58
159,"2023-09-19",25.6,17.95
159,"2023-09-20",24.7,5.82
159,"2023-09-21",21.5,5.6
159,"2023-09-22",22.1,18.51
159,"2023-09-23",21.7,17.14
159,"2023-09-24",22.8,19.37
159,"2023-09-25",23.7,14.56
159,"2023-09-26",23.6,5.49
159,"2023-09-27",25.1,15.35
159,"2023-09-28",25.1,20.54
159,"2023-09-29",24.3,20.91
159,"2023-09-30",20.3,6.96
159,"2023-10-01",21,20.97
159,"2023-10-02",20.4,20.65
159,"2023-10-03",19.7,4.83
159,"2023-10-04",21.2,20.29
159,"2023-10-05",18.4,19.59
159,"2023-10-06",18.2,16.67
159,"2023-10-07",19.3,10.42
159,"2023-10-08",18.7,4.51
159,"2023-10-09",19.6,9.67
159,"2023-10-10",19.5,18.32
159,"2023-10-11",19.8,17.94
159,"2023-10-12",19.3,14.78
159,"2023-10-13",20.2,16.04
159,"2023-10-14",19.7,16.25
159,"2023-10-15",18.4,18.69
159,"2023-10-16",18.7,18.6
159,"2023-10-17",16.7,18.98
159,"2023-10-18",18.6,18.31
159,"2023-10-19",19.5,13.08
159,"2023-10-20",14.8,16.49
159,"2023-10-21",13.7,17.87
159,"2023-10-22",15,13.63
159,"2023-10-23",17.4,17.42
159,"2023-10-24",17.2,15.52
159,"2023-10-25",18.5,16.75
159,"2023-10-26",19.5,15.53
159,"2023-10-27",17,14.73
159,"2023-10-28",16.6,16.19
159,"2023-10-29",16.6,17.16
159,"2023-10-30",17.1,15.49
159,"2023-10-31",18.4,16.06
159,"2023-11-01",18.8,15.26
159,"2023-11-02",20.2,15.73
159,"2023-11-03",20.7,15.35
159,"2023-11-04",19.8,7.38
159,"2023-11-05",20.4,6.47
159,"2023-11-06",18.7,3.82
159,"2023-11-07",13.3,15.7
159,"2023-11-08",14.5,15.05
159,"2023-11-09",17.8,12.59
159,"2023-11-10",13.9,10.17
159,"2023-11-11",9.6,13.31
159,"2023-11-12",6.7,13.89
159,"2023-11-13",6.5,15.52
159,"2023-11-14",8.8,15.12
159,"2023-11-15",10.6,14.17
159,"2023-11-16",9.9,4.67
159,"2023-11-17",7.2,13
159,"2023-11-18",4.6,14.41
159,"2023-11-19",9.2,14.09
159,"2023-11-20",11,14.12
159,"2023-11-21",12.6,14.16
159,"2023-11-22",14.9,13.5
159,"2023-11-23",16.2,10.99
159,"2023-11-24",6.1,13.98
159,"2023-11-25",4.3,13.78
159,"2023-11-26",8,7.64
159,"2023-11-27",11.4,6.73
159,"2023-11-28",8.6,11.49
159,"2023-11-29",6.9,6.13
159,"2023-11-30",2.6,13.18
159,"2023-12-01",2.4,13.11
159,"2023-12-02",5.2,12.99
159,"2023-12-03",7.9,12.44
159,"2023-12-04",8.6,12.75
159,"2023-12-05",10.5,10.59
159,"2023-12-06",11.1,8.31
159,"2023-12-07",9.4,12.26
159,"2023-12-08",14.6,10.67
159,"2023-12-09",16.3,8.88
159,"2023-12-10",15,10.16
159,"2023-12-11",14.4,0.84
159,"2023-12-12",9.9,3.45
159,"2023-12-13",11,10.92
159,"2023-12-14",11.9,1.48
159,"2023-12-15",13,0.58
159,"2023-12-16",3.8,5.76
159,"2023-12-17",-2.7,12.72
159,"2023-12-18",-1.3,10.69
159,"2023-12-19",1.9,7
159,"2023-12-20",0.7,9.55
159,"2023-12-21",-4.5,12.58
159,"2023-12-22",-4.7,12.67
159,"2023-12-23",-1.5,11.8
159,"2023-12-24",2,8.1
159,"2023-12-25",2.2,11.89
159,"2023-12-26",4.5,11.56
159,"2023-12-27",7.2,11.47
159,"2023-12-28",8,11.48
159,"2023-12-29",6.1,11.74
159,"2023-12-30",8.2,10.12
159,"2023-12-31",8.1,9.85
159,"2024-01-01",7.3,10.88
159,"2024-01-02",8.6,10.73
159,"2024-01-03",5.6,8.62
159,"2024-01-04",5.2,13.11
159,"2024-01-05",8.6,11.29
159,"2024-01-06",7,11.95
159,"2024-01-07",2.2,12.84
159,"2024-01-08",0.8,13.44
159,"2024-01-09",3.8,5.21
159,"2024-01-10",5.3,9.72
159,"2024-01-11",5.4,13.27
159,"2024-01-12",6.7,11.84
159,"2024-01-13",4.6,13.1
